0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2.5,0.0
1,2.5,0.0
2,2.5,0.0
3,2.5,0.0
4,2.5,0.0
5,2.5,0.0
6,2.5,0.0
7,2.5,0.0
8,2.5,0.0
9,2.5,0.0
10,2.5,0.0
11,2.5,0.0
12,2.5,0.0
13,2.5,0.0
14,2.5,0.0
15,2.5,0.0
16,2.5,0.0
17,2.5,0.0
18,2.5,0.0
19,2.5,0.0
20,2.5,0.0
21,2.5,0.0
22,2.5,0.0
23,2.5,0.0
24,2.5,0.0
25,2.5,0.0
26,2.5,0.0
27,2.5,0.0
28,2.5,0.0
29,2.5,0.0
30,2.5,18.263958755706483
31,2.5,54.79187626711945
32,2.5,69.40304327168462
33,2.5,47.486292764836854
34,2.5,32.87512576027167
35,2.5,3.6527917511412964
36,2.5,0.0
37,2.5,14.611167004565186
38,2.5,14.611167004565186
39,2.5,18.263958755706483
40,2.5,21.91675050684778
41,2.5,32.87512576027167
42,2.5,36.527917511412966
43,2.5,29.22233400913037
44,2.5,29.22233400913037
45,2.5,25.569542257989077
46,2.5,14.611167004565186
47,2.5,18.263958755706483
48,2.5,18.263958755706483
49,2.5,18.263958755706483
50,2.5,14.611167004565186
51,2.5,29.22233400913037
52,2.5,32.87512576027167
53,2.5,32.87512576027167
54,2.5,32.87512576027167
55,2.5,29.22233400913037
56,2.5,29.22233400913037
57,2.5,25.569542257989077
58,2.5,29.22233400913037
59,2.5,25.569542257989077
60,2.5,29.22233400913037
61,2.5,25.569542257989077
62,2.5,25.569542257989077
63,2.5,29.22233400913037
64,2.5,29.22233400913037
65,2.5,36.527917511412966
66,2.5,32.87512576027167
67,2.5,36.527917511412966
68,2.5,32.87512576027167
69,2.5,36.527917511412966
70,2.5,36.527917511412966
71,2.5,36.527917511412966
72,2.5,32.87512576027167
73,2.5,32.87512576027167
74,2.5,32.87512576027167
